zipcode	state	city	city_soundex	lat	lon	valid	searched
96044	CA	HORNBROOK	H65162	122.527	41.9077	1	1
96045	CA	HORSE CREEK	H6262	123.014	41.8337	0	1
96047	CA	IGO	I200	122.654	40.4318	1	1
96048	CA	HELENA	H450	123.063	40.7682	1	1
96050	CA	KLAMATH RIVER	K453616	122.82	41.8637	1	1
96051	CA	LAKEHEAD	L230	122.359	40.9588	1	1
96052	CA	LEWISTON	L235	122.843	40.746	1	1
96055	CA	LOS MOLINOS	L25452	122.099	40.0497	1	1
96056	CA	MCARTHUR	M2636	121.215	41.1114	1	1
96057	CA	MCCLOUD	M243	122.136	41.2521	1	1
96058	CA	MACDOEL	M234	121.944	41.883	1	1
96059	CA	MANTON	M350	121.837	40.4331	1	1
96062	CA	MILLVILLE	M414	122.111	40.5653	1	1
96063	CA	MINERAL	M640	121.525	40.3288	1	1
96064	CA	MONTAGUE	M320	122.464	41.7243	1	1
96065	CA	MONTGOMERY CREEK	M3256262	121.923	40.9124	1	1
96067	CA	MOUNT SHASTA	M323	122.324	41.3174	1	1
96069	CA	OAK RUN	O265	122.041	40.6863	1	1
96071	CA	OLD STATION	O43235	121.458	40.6256	1	1
96073	CA	PALO CEDRO	P4236	122.24	40.5767	1	1
96075	CA	PAYNES CREEK	P5262	121.765	40.3514	1	1
96076	CA	WILDWOOD	W430	122.918	40.3165	1	1
96080	CA	RED BLUFF	R3141	122.238	40.1795	1	1
96085	CA	SCOTT BAR	S316	122.988	41.7736	1	1
96086	CA	SEIAD VALLEY	S314	123.244	41.8866	1	1
96087	CA	SHASTA	S300	122.497	40.6109	1	1
96088	CA	SHINGLETOWN	S52435	121.886	40.505	1	1
96091	CA	TRINITY CENTER	T6532536	122.724	41.0615	1	1
96093	CA	WEAVERVILLE	W1614	122.935	40.7317	1	1
96094	CA	EDGEWOOD	E323	122.385	41.4395	1	1
96096	CA	WHITMORE	W356	121.877	40.6525	1	1
96097	CA	YREKA	Y620	122.638	41.7206	1	1
96101	CA	ALTURAS	A4362	120.546	41.4767	1	1
96103	CA	CROMBERG	C65162	120.627	39.7847	1	1
96104	CA	CEDARVILLE	C3614	120.152	41.4759	1	1
96105	CA	CHILCOOT	C423	120.175	39.8057	1	1
96106	CA	CLIO	C400	120.56	39.7433	1	1
96107	CA	COLEVILLE	C414	119.483	38.5029	1	1
96108	CA	DAVIS CREEK	D1262	120.324	41.8626	1	1
96109	CA	DOYLE	D400	120.108	40.0008	1	1
96111	CA	FLORISTON	F46235	120.025	39.4457	1	1
96112	CA	FORT BIDWELL	F63134	120.162	41.8644	1	1
96113	CA	HERLONG	H6452	120.171	40.1485	1	1
96114	CA	JANESVILLE	J5214	120.51	40.2963	1	1
96115	CA	LAKE CITY	L230	120.181	41.6682	1	1
96117	CA	LITCHFIELD	L32143	120.254	40.3628	1	1
96118	CA	LOYALTON	L350	120.23	39.663	1	1
96120	CA	HOPE VALLEY	H140	119.807	38.7647	1	1
96121	CA	MILFORD	M4163	120.39	40.1828	1	1
96122	CA	PORTOLA	P634	120.467	39.8109	1	1
96123	CA	RAVENDALE	R1534	120.16	40.8317	1	1
96124	CA	CALPINE	C415	120.444	39.6517	1	1
96125	CA	SIERRA CITY	S623	120.624	39.5592	1	1
96126	CA	SIERRAVILLE	S614	120.348	39.5943	1	1
96128	CA	STANDISH	S3532	120.407	40.3509	1	1
96130	CA	SUSANVILLE	S514	120.646	40.3983	1	1
96132	CA	TERMO	T650	120.517	40.9467	1	1
96133	CA	TOPAZ	T120	119.512	38.6415	1	1
96134	CA	TULELAKE	T420	121.435	41.9316	1	1
96135	CA	VINTON	V535	120.205	39.7207	1	1
96136	CA	WENDEL	W534	120.352	40.3462	1	1
96137	CA	PENINSULA VILLAG	P524142	121.109	40.2704	1	1
96140	CA	CARNELIAN BAY	C65451	120.075	39.2319	1	1
96141	CA	HOMEWOOD	H530	120.179	39.0782	1	1
96142	CA	TAHOMA	T500	120.136	39.0644	1	1
96143	CA	KINGS BEACH	K5212	120.023	39.2401	1	1
96145	CA	TAHOE CITY	T230	120.145	39.1806	1	1
96148	CA	TAHOE VISTA	T123	120.052	39.2448	1	1
96150	CA	SOUTH LAKE TAHOE	S3423	119.986	38.917	1	1
96161	CA	TRUCKEE	T620	120.173	39.3385	1	1
96162	CA	TRUCKEE	T620	120.295	39.3193	1	1
80002	CO	ARVADA	A613	105.098	39.7945	1	1
80003	CO	ARVADA	A613	105.066	39.8286	1	1
80004	CO	ARVADA	A613	105.118	39.8141	1	1
80005	CO	ARVADA	A613	105.11	39.8422	1	1
80010	CO	AURORA	A600	104.865	39.7368	1	1
80011	CO	AURORA	A600	104.815	39.7378	1	1
80012	CO	AURORA	A600	104.838	39.6987	1	1
80013	CO	AURORA	A600	104.785	39.6575	1	1
80014	CO	AURORA	A600	104.835	39.6662	1	1
80015	CO	AURORA	A600	104.787	39.6255	1	1
80016	CO	AURORA	A600	104.742	39.6187	1	1
80017	CO	AURORA	A600	104.788	39.6948	1	1
80018	CO	AURORA	A600	104.707	39.7102	1	1
80019	CO	AURORA	A600	104.707	39.7656	1	1
80020	CO	BROOMFIELD	B65143	105.061	39.9245	1	1
80021	CO	WESTMINSTER	W235236	105.103	39.876	1	1
80022	CO	COMMERCE CITY	C5623	104.911	39.8259	1	1
80026	CO	LAFAYETTE	L130	105.096	39.998	1	1
80027	CO	LOUISVILLE	L214	105.146	39.9789	1	1
80030	CO	WESTMINSTER	W235236	105.037	39.8542	1	1
80033	CO	WHEAT RIDGE	W3632	105.096	39.774	1	1
80045	CO	AURORA	A600	104.838	39.748	1	1
80101	CO	AGATE	A230	103.985	39.4203	1	1
80102	CO	BENNETT	B530	104.427	39.7254	1	1
80103	CO	BYERS	B620	104.202	39.6985	1	1
80104	CO	CASTLE ROCK	C3462	104.86	39.3926	1	1
80105	CO	DEER TRAIL	D6364	104.068	39.5931	1	1
80106	CO	ELBERT	E4163	104.575	39.0969	1	1
80107	CO	ELIZABETH	E4213	104.592	39.3836	1	1
80110	CO	CHERRY HILLS VIL	C64214	104.99	39.646	1	1
80111	CO	CHERRY HILLS VIL	C64214	104.883	39.6103	1	1
80112	CO	ENGLEWOOD	E5243	104.901	39.5805	1	1
80116	CO	FRANKTOWN	F65235	104.726	39.3728	1	1
80117	CO	KIOWA	K000	104.452	39.324	1	1
80118	CO	LARKSPUR	L6216	104.855	39.2011	1	1
80120	CO	LITTLETON	L3435	105.004	39.5994	1	1
80121	CO	GREENWOOD VILLAG	G653142	104.957	39.6058	1	1
80122	CO	LITTLETON	L3435	104.956	39.5814	1	1
80123	CO	BOW MAR	B560	105.078	39.5969	1	1
80124	CO	LITTLETON	L3435	104.897	39.5506	1	1
80125	CO	LITTLETON	L3435	105.056	39.4845	1	1
80126	CO	HIGHLANDS RANCH	H24532652	104.964	39.5513	1	1
80127	CO	LITTLETON	L3435	105.133	39.592	1	1
80132	CO	MONUMENT	M300	104.854	39.1007	1	1
80133	CO	PALMER LAKE	P45642	104.915	39.1205	1	1
80134	CO	PARKER	P626	104.735	39.5055	1	1
80135	CO	DECKERS	D262	105.008	39.3301	1	1
80136	CO	STRASBURG	S362162	104.268	39.7814	1	1
80137	CO	WATKINS	W3252	104.583	39.7623	1	1
80202	CO	DENVER	D516	104.995	39.7491	1	1
80203	CO	DENVER	D516	104.981	39.7313	1	1
80204	CO	DENVER	D516	105.026	39.734	1	1
80205	CO	DENVER	D516	104.966	39.759	1	1
80206	CO	DENVER	D516	104.952	39.7331	1	1
80207	CO	DENVER	D516	104.918	39.7584	1	1
80209	CO	DENVER	D516	104.969	39.7074	1	1
80210	CO	DENVER	D516	104.963	39.679	1	1
80211	CO	DENVER	D516	105.02	39.7665	1	1
80212	CO	MOUNTAIN VIEW	M351	105.047	39.7724	1	1
80214	CO	EDGEWATER	E3236	105.062	39.7469	1	1
80215	CO	LAKEWOOD	L230	105.102	39.744	1	1
80216	CO	DENVER	D516	104.967	39.7835	1	1
80218	CO	DENVER	D516	104.972	39.7327	1	1
80219	CO	DENVER	D516	105.034	39.6956	1	1
80220	CO	DENVER	D516	104.913	39.7312	1	1
80221	CO	FEDERAL HEIGHTS	F364232	105.008	39.8406	1	1
80222	CO	GLENDALE	G4534	104.928	39.6828	1	1
80223	CO	DENVER	D516	105.003	39.7002	1	1
80224	CO	DENVER	D516	104.911	39.688	1	1
80226	CO	LAKEWOOD	L230	105.067	39.7122	1	1
80227	CO	DENVER	D516	105.085	39.6667	1	1
80228	CO	LAKEWOOD	L230	105.143	39.6969	1	1
80229	CO	THORNTON	T6535	104.962	39.861	1	1
80231	CO	DENVER	D516	104.884	39.6793	1	1
80232	CO	LAKEWOOD	L230	105.095	39.6973	1	1
80233	CO	NORTHGLENN	N63245	104.958	39.9012	1	1
80234	CO	NORTHGLENN	N63245	105.004	39.9055	1	1
80235	CO	DENVER	D516	105.079	39.6472	1	1
80236	CO	DENVER	D516	105.038	39.6535	1	1
80237	CO	DENVER	D516	104.899	39.6431	1	1
80239	CO	DENVER	D516	104.829	39.7878	1	1
80241	CO	NORTHGLENN	N63245	104.942	39.9278	1	1
80249	CO	DENVER	D516	104.756	39.7783	1	1
80301	CO	BOULDER	B436	105.214	40.0497	1	1
80302	CO	BOULDER	B436	105.285	40.0172	1	1
80303	CO	BOULDER	B436	105.239	39.9914	1	1
80304	CO	BOULDER	B436	105.277	40.0375	1	1
80401	CO	GOLDEN	G435	105.192	39.7305	1	1
80403	CO	GOLDEN	G435	105.283	39.8232	1	1
80421	CO	BAILEY	B400	105.469	39.4482	1	1
80422	CO	BLACK HAWK	B420	105.504	39.8011	1	1
80423	CO	BOND	B530	106.676	39.8691	1	1
80428	CO	CLARK	C462	106.921	40.7268	1	1
80429	CO	CLIMAX	C452	106.258	39.2988	1	1
80430	CO	COALMONT	C453	106.532	40.5383	1	1
80433	CO	CONIFER	C516	105.317	39.5197	1	1
80435	CO	KEYSTONE	K350	106.057	39.5748	1	1
80439	CO	EVERGREEN	E16265	105.34	39.6374	1	1
80440	CO	FAIRPLAY	F614	105.999	39.2256	1	1
80441	CO	FOXTON	F235	105.248	39.3721	0	1
80446	CO	GRANBY	G651	105.89	40.0128	1	1
80447	CO	GRAND LAKE	G65342	105.86	40.2289	1	1
80452	CO	IDAHO SPRINGS	I321652	105.598	39.7402	1	1
80455	CO	JAMESTOWN	J5235	105.419	40.1006	1	1
80456	CO	JEFFERSON	J1625	105.786	39.3009	1	1
80459	CO	KREMMLING	K65452	106.395	40.0632	1	1
80461	CO	LEADVILLE	L314	106.302	39.2497	1	1
80463	CO	MC COY	M200	106.731	39.9134	1	1
80465	CO	MORRISON	M625	105.175	39.6125	1	1
80466	CO	NEDERLAND	N36453	105.481	39.9703	1	1
80467	CO	OAK CREEK	O262	106.93	40.2567	1	1
80468	CO	PARSHALL	P624	106.225	40.0538	1	1
80470	CO	PINE	P500	105.374	39.4667	1	1
80471	CO	PINECLIFFE	P5241	105.354	39.9429	1	1
80474	CO	ROLLINSVILLE	R45214	105.473	39.9108	1	1
80479	CO	TOPONAS	T152	106.908	40.1196	1	1
80480	CO	WALDEN	W435	106.277	40.71	1	1
80481	CO	WARD	W630	105.508	40.0726	1	1
80487	CO	STEAMBOAT SPRING	S351321652	106.846	40.4741	1	1
80501	CO	LONGMONT	L5253	105.101	40.1779	1	1
80503	CO	LONGMONT	L5253	105.162	40.1559	1	1
80504	CO	LONGMONT	L5253	104.95	40.1306	1	1
80510	CO	ALLENSPARK	A452162	105.52	40.2268	1	1
80512	CO	BELLVUE	B410	105.261	40.6265	1	1
80513	CO	BERTHOUD	B630	105.105	40.2993	1	1
80514	CO	DACONO	D250	104.93	40.0836	1	1
80515	CO	DRAKE	D620	105.297	40.4433	1	1
80516	CO	ERIE	E600	105.069	40.0597	1	1
80517	CO	ESTES PARK	E232162	105.514	40.3658	1	1
80521	CO	FORT COLLINS	F632452	105.104	40.5813	1	1
80524	CO	FORT COLLINS	F632452	105.058	40.5987	1	1
80525	CO	FORT COLLINS	F632452	105.055	40.5384	1	1
80526	CO	FORT COLLINS	F632452	105.108	40.5473	1	1
80534	CO	JOHNSTOWN	J5235	104.924	40.3355	1	1
80535	CO	LAPORTE	L163	105.149	40.6347	1	1
80536	CO	VIRGINIA DALE	V62534	105.368	40.7799	1	1
80537	CO	LOVELAND	L1453	105.092	40.3849	1	1
80538	CO	LOVELAND	L1453	105.09	40.4262	1	1
80540	CO	LYONS	L520	105.323	40.2357	1	1
80543	CO	MILLIKEN	M425	104.876	40.3107	1	1
80545	CO	RED FEATHER LAKE	R313642	105.624	40.7965	1	1
80549	CO	WELLINGTON	W45235	105.032	40.7255	1	1
80550	CO	WINDSOR	W5326	104.899	40.4837	1	1
80601	CO	LOCHBUI	L210	104.81	39.9806	1	1
80610	CO	AULT	A430	104.736	40.5938	1	1
80611	CO	BRIGGSDALE	B6234	104.287	40.6392	1	1
80612	CO	CARR	C600	104.886	40.8666	1	1
80615	CO	EATON	E350	104.715	40.5273	1	1
80620	CO	EVANS	E152	104.697	40.3803	1	1
80621	CO	WATTENBURG	W35162	104.866	40.0789	1	1
80622	CO	GALETON	G435	104.597	40.515	1	1
80624	CO	GILL	G400	104.5	40.4696	1	1
80631	CO	GARDEN CITY	G63523	104.705	40.414	1	1
80634	CO	GREELEY	G640	104.754	40.4109	1	1
80640	CO	HENDERSON	H53625	104.872	39.8983	1	1
80642	CO	HUDSON	H325	104.653	40.0606	1	1
80643	CO	KEENESBURG	K52162	104.446	40.0958	1	1
80644	CO	KERSEY	K620	104.529	40.3963	1	1
80645	CO	LA SALLE	L240	104.727	40.3211	1	1
80648	CO	NUNN	N000	104.785	40.7265	1	1
80649	CO	ORCHARD	O6263	104.097	40.3639	1	1
80650	CO	PIERCE	P620	104.764	40.6359	1	1
80651	CO	PLATTEVILLE	P4314	104.803	40.2131	1	1
80652	CO	ROGGEN	R250	104.316	40.2074	1	1
80653	CO	WELDONA	W435	103.968	40.3681	1	1
80654	CO	HOYT	H300	104.053	40.2057	1	1
80701	CO	FORT MORGAN	F635625	103.803	40.2541	1	1
80720	CO	AKRON	A265	103.226	40.1803	1	1
80721	CO	AMHERST	A5623	102.171	40.6824	1	1
80722	CO	ATWOOD	A300	103.039	40.5174	1	1
80723	CO	BRUSH	B620	103.628	40.2603	1	1
80726	CO	CROOK	C620	102.847	40.8747	1	1
80727	CO	ECKLEY	E240	102.483	40.1138	1	1
80728	CO	FLEMING	F452	102.869	40.637	1	1
80729	CO	GROVER	G616	104.235	40.8716	1	1
80731	CO	HAXTUN	H235	102.605	40.6406	1	1
80733	CO	HILLROSE	H462	103.542	40.3072	1	1
80734	CO	HOLYOKE	H420	102.283	40.5825	1	1
80735	CO	HALE	H400	102.212	39.7331	1	1
80736	CO	ILIFF	I410	103.097	40.7692	1	1
80737	CO	JULESBURG	J42162	102.257	40.9708	1	1
80740	CO	LINDON	L535	103.314	39.8308	1	1
80741	CO	WILLARD	W463	103.345	40.5115	1	1
80742	CO	NEW RAYMER	N656	103.839	40.6851	1	1
80743	CO	OTIS	O320	102.939	40.203	1	1
80744	CO	OVID	O130	102.387	40.9459	1	1
80745	CO	PADRONI	P365	103.358	40.9549	1	1
80747	CO	PEETZ	P320	103.117	40.952	1	1
80749	CO	SEDGWICK	S320	102.529	40.9103	1	1
80750	CO	SNYDER	S536	103.597	40.3307	1	1
80751	CO	STERLING	S36452	103.221	40.6306	1	1
80754	CO	STONEHAM	S350	103.639	40.687	1	1
80755	CO	VERNON	V650	102.319	39.9331	1	1
80757	CO	LAST CHANCE	L23252	103.578	39.9381	1	1
80758	CO	LAIRD	L630	102.234	40.1049	1	1
80759	CO	YUMA	Y500	102.707	40.1301	1	1
80801	CO	ANTON	A535	103.434	39.6865	1	1
80802	CO	ARAPAHOE	A610	102.194	38.8417	1	1
80804	CO	ARRIBA	A610	103.271	39.3025	1	1
80805	CO	BETHUNE	B350	102.428	39.3448	1	1
80807	CO	BURLINGTON	B645235	102.258	39.3106	1	1
80808	CO	CALHAN	C450	104.355	38.9648	1	1
80809	CO	NORTH POLE	N6314	104.994	38.9213	1	1
80810	CO	CHEYENNE WELLS	C542	102.358	38.8198	1	1
80812	CO	COPE	C100	102.988	39.7462	1	1
80814	CO	DIVIDE	D130	105.199	38.9576	1	1
80815	CO	FLAGLER	F4246	103.062	39.3127	1	1
80816	CO	FLORISSANT	F46253	105.226	38.8277	1	1
80817	CO	FOUNTAIN	F535	104.7	38.6996	1	1
80818	CO	GENOA	G500	103.461	39.3383	1	1
80820	CO	GUFFEY	G100	105.578	38.8146	1	1
80821	CO	HUGO	H200	103.499	39.0843	1	1
80822	CO	JOES	J000	102.615	39.6728	1	1
80823	CO	KARVAL	K614	103.501	38.7119	1	1
80824	CO	KIRK	K620	102.478	39.6171	1	1
80825	CO	KIT CARSON	K32625	102.82	38.804	1	1
80827	CO	LAKE GEORGE	L262	105.435	39.0342	1	1
80828	CO	LIMON	L500	103.686	39.2713	1	1
80829	CO	MANITOU SPRINGS	M321652	104.906	38.855	1	1
80830	CO	MATHESON	M325	103.913	39.132	1	1
80831	CO	PEYTON	P350	104.547	38.9541	1	1
80832	CO	RAMAH	R500	104.125	39.0736	1	1
80833	CO	RUSH	R200	104.024	38.7642	1	1
80834	CO	SEIBERT	S163	102.882	39.3183	1	1
80835	CO	SIMLA	S540	104.086	39.1465	1	1
80836	CO	STRATTON	S3635	102.598	39.3087	1	1
80840	CO	UNITED STATES AI	U53232	104.86	38.9904	1	1
80861	CO	VONA	V500	102.739	39.3236	1	1
80863	CO	WOODLAND PARK	W3453162	105.062	38.9969	1	1
80864	CO	YODER	Y360	104.218	38.7753	1	1
80903	CO	COLORADO SPRINGS	C46321652	104.814	38.8388	1	1
80904	CO	COLORADO SPRINGS	C46321652	104.86	38.8533	1	1
80905	CO	COLORADO SPRINGS	C46321652	104.837	38.8377	1	1
80906	CO	COLORADO SPRINGS	C46321652	104.82	38.7902	1	1
80907	CO	COLORADO SPRINGS	C46321652	104.817	38.876	1	1
80908	CO	COLORADO SPRINGS	C46321652	104.693	39.0237	1	1
80909	CO	COLORADO SPRINGS	C46321652	104.773	38.852	1	1
80910	CO	COLORADO SPRINGS	C46321652	104.77	38.8152	1	1
80911	CO	COLORADO SPRINGS	C46321652	104.722	38.7457	1	1
80913	CO	FORT CARSON	F632625	104.782	38.742	1	1
80914	CO	CHEYENNE MTN AFB	C5351	104.719	38.7842	1	1
80915	CO	COLORADO SPRINGS	C46321652	104.713	38.8558	1	1
80916	CO	COLORADO SPRINGS	C46321652	104.74	38.8076	1	1
80917	CO	COLORADO SPRINGS	C46321652	104.74	38.886	1	1
80918	CO	COLORADO SPRINGS	C46321652	104.773	38.9129	1	1
80919	CO	COLORADO SPRINGS	C46321652	104.846	38.9268	1	1
80920	CO	COLORADO SPRINGS	C46321652	104.767	38.9497	1	1
80921	CO	COLORADO SPRINGS	C46321652	104.814	39.0487	1	1
80922	CO	COLORADO SPRINGS	C46321652	104.698	38.905	1	1
80925	CO	COLORADO SPRINGS	C46321652	104.66	38.7313	1	1
80926	CO	COLORADO SPRINGS	C46321652	104.851	38.6981	1	1
80928	CO	COLORADO SPRINGS	C46321652	104.457	38.6233	1	1
80929	CO	COLORADO SPRINGS	C46321652	104.608	38.7968	1	1
80930	CO	COLORADO SPRINGS	C46321652	104.527	38.8289	1	1
81001	CO	PUEBLO	P400	104.585	38.2879	1	1
81003	CO	PUEBLO	P400	104.623	38.2843	1	1
81004	CO	PUEBLO	P400	104.628	38.2441	1	1
81005	CO	PUEBLO	P400	104.66	38.2352	1	1
81006	CO	PUEBLO	P400	104.532	38.2447	1	1
81007	CO	PUEBLO WEST	P423	104.743	38.32	1	1
81008	CO	PUEBLO	P400	104.628	38.3133	1	1
81020	CO	AGUILAR	A246	104.677	37.3933	1	1
81021	CO	ARLINGTON	A645235	103.37	38.4068	1	1
81022	CO	NORTH AVONDALE	N631534	104.36	38.2116	1	1
81023	CO	BEULAH	B400	104.972	38.0837	1	1
81025	CO	BOONE	B500	104.259	38.2646	1	1
81026	CO	BRANDON	B6535	102.782	38.4851	1	1
81027	CO	BRANSON	B6525	103.874	37.0518	1	1
81028	CO	BRISTOL	B6234	102.343	38.1332	1	1
81029	CO	CAMPO	C510	102.546	37.1195	1	1
81036	CO	CHIVINGTON	C15235	102.505	38.4441	1	1
81039	CO	FOWLER	F460	104.03	38.1231	1	1
81040	CO	FARISITA	F623	105.237	37.7638	1	1
81041	CO	GRANADA	G653	102.327	38.0545	1	1
81043	CO	HARTMAN	H635	102.187	38.1453	1	1
81044	CO	CADDOA	C300	102.933	38.1073	1	1
81045	CO	HASWELL	H240	103.151	38.4474	1	1
81047	CO	HOLLY	H400	102.141	38.0205	1	1
81049	CO	VILLEGREEN	V4265	103.358	37.3312	1	1
81050	CO	TIMPAS	T512	103.549	37.9916	1	1
81052	CO	LAMAR	L560	102.619	38.0841	1	1
81054	CO	DEORA	D600	103.208	38.0655	1	1
81055	CO	CUCHARA	C600	105.013	37.4983	1	1
81057	CO	MC CLAVE	M241	102.817	38.1505	1	1
81058	CO	MANZANOLA	M254	103.877	38.1109	1	1
81059	CO	DELHI	D400	104.131	37.4785	1	1
81062	CO	OLNEY SPRINGS	O4521652	103.941	38.2019	1	1
81063	CO	ORDWAY	O630	103.8	38.2095	1	1
81064	CO	UTLEYVILLE	U3414	102.893	37.3559	1	1
81067	CO	ROCKY FORD	R2163	103.725	38.049	1	1
81069	CO	RYE	R000	104.886	37.9371	1	1
81071	CO	TOWNER	T560	102.295	38.4622	1	1
81073	CO	SPRINGFIELD	S1652143	102.617	37.4067	1	1
81076	CO	SUGAR CITY	S623	103.656	38.2444	1	1
81080	CO	81080		102.108	38.4384	1	1
81081	CO	TRINCHERA	T6526	104.118	37.0757	1	1
81082	CO	JANSEN	J525	104.501	37.1755	1	1
81084	CO	LYCAN	L250	102.32	37.5748	1	1
81087	CO	VILAS	V420	102.444	37.373	1	1
81089	CO	FARISTA	F623	104.804	37.6382	1	1
81090	CO	WALSH	W420	102.254	37.3521	1	1
81091	CO	WESTON	W235	104.825	37.1702	1	1
81092	CO	WILEY	W400	102.715	38.159	1	1
81101	CO	ALAMOSA	A452	105.879	37.4703	1	1
81120	CO	ANTONITO	A5353	106.038	37.0855	1	1
81121	CO	ARBOLES	A6142	107.391	37.1016	1	1
81122	CO	BAYFIELD	B430	107.614	37.2603	1	1
81123	CO	BLANCA	B452	105.518	37.4317	1	1
81125	CO	CENTER	C536	106.091	37.7343	1	1
81130	CO	CREEDE	C630	106.928	37.8164	1	1
81132	CO	LA GARITA	L263	106.351	37.6713	1	1
81133	CO	FORT GARLAND	F6326453	105.405	37.427	1	1
81136	CO	HOOPER	H160	105.871	37.7232	1	1
81137	CO	IGNACIO	I252	107.639	37.1264	1	1
81140	CO	LA JARA	L260	106.005	37.2907	1	1
81143	CO	MOFFAT	M130	105.841	38.0452	1	1
81144	CO	MONTE VISTA	M3123	106.141	37.5731	1	1
81146	CO	MOSCA	M200	105.807	37.6358	1	1
81147	CO	PAGOSA SPRINGS	P21652	107.038	37.2523	1	1
81149	CO	SAGUACHE	S000	106.188	38.0978	1	1
81150	CO	SAN ACACIO	S520	105.44	37.2013	1	1
81151	CO	SANFORD	S5163	105.929	37.2087	1	1
81152	CO	MESITA	M230	105.576	37.0506	1	1
81153	CO	SAN PABLO	S514	105.346	37.1349	1	1
81154	CO	SOUTH FORK	S3162	106.612	37.6725	1	1
81155	CO	VILLA GROVE	V4261	106.11	38.2952	1	1
81201	CO	SALIDA	S430	105.998	38.5259	1	1
81210	CO	ALMONT	A453	106.627	38.65	1	1
81211	CO	BUENA VISTA	B5123	106.147	38.838	1	1
81212	CO	CANON CITY	C523	105.218	38.4451	1	1
81220	CO	CIMARRON	C565	107.482	38.3876	1	1
81224	CO	CRESTED BUTTE	C62313	106.962	38.8691	1	1
81226	CO	FLORENCE	F4652	105.123	38.385	1	1
81228	CO	GRANITE	G653	106.311	39.0953	1	1
81230	CO	GUNNISON	G525	106.931	38.5511	1	1
81233	CO	HOWARD	H630	105.747	38.3885	1	1
81235	CO	LAKE CITY	L230	107.302	37.9868	1	1
81236	CO	NATHROP	N361	106.117	38.7103	1	1
81239	CO	PARLIN	P645	106.678	38.5088	1	1
81240	CO	PENROSE	P562	105.011	38.4336	1	1
81241	CO	PITKIN	P325	106.517	38.6085	1	1
81243	CO	POWDERHORN	P365	107.108	38.2822	1	1
81250	CO	81250		105.532	38.3956	1	1
81251	CO	TWIN LAKES	T542	106.435	39.0902	1	1
81252	CO	WESTCLIFFE	W23241	105.433	38.123	1	1
81253	CO	WETMORE	W356	105.106	38.1899	1	1
81301	CO	DURANGO	D652	107.862	37.2874	1	1
81320	CO	CAHONE	C500	108.579	37.6916	1	1
81321	CO	CORTEZ	C632	108.584	37.3549	1	1
81323	CO	DOLORES	D462	108.472	37.4666	1	1
81324	CO	DOVE CREEK	D1262	108.918	37.7632	1	1
81325	CO	EGNAR	E256	108.93	37.9344	1	1
81326	CO	HESPERUS	H2162	108.122	37.1654	1	1
81327	CO	LEWIS	L200	108.619	37.471	1	1
81328	CO	MANCOS	M200	108.298	37.3471	1	1
81331	CO	PLEASANT VIEW	P42531	108.809	37.5888	1	1
81334	CO	TOWAOC	T200	108.72	37.2084	1	1
81335	CO	YELLOW JACKET	Y423	108.785	37.4995	1	1
81401	CO	MONTROSE	M362	107.875	38.4678	1	1
81410	CO	AUSTIN	A235	107.974	38.7975	1	1
81411	CO	BEDROCK	B362	108.953	38.3844	1	1
81413	CO	CEDAREDGE	C3632	107.927	38.9119	1	1
81415	CO	CRAWFORD	C6163	107.615	38.6941	1	1
81416	CO	DELTA	D430	108.06	38.7349	1	1
81418	CO	ECKERT	E263	107.962	38.845	1	1
81419	CO	HOTCHKISS	H320	107.747	38.8124	1	1
81422	CO	NATURITA	N363	108.573	38.2226	1	1
81423	CO	NORWOOD	N630	108.284	38.1104	1	1
81424	CO	NUCLA	N240	108.548	38.2682	1	1
81425	CO	OLATHE	O430	107.992	38.5976	1	1
81426	CO	OPHIR	O160	107.852	37.8562	1	1
81427	CO	OURAY	O600	107.673	38.0258	1	1
81428	CO	PAONIA	P500	107.598	38.865	1	1
81430	CO	PLACERVILLE	P42614	108.025	38.0088	1	1
81431	CO	REDVALE	R314	108.39	38.1865	1	1
81432	CO	RIDGWAY	R320	107.753	38.1381	1	1
81433	CO	SILVERTON	S41635	107.667	37.809	1	1
81434	CO	SOMERSET	S5623	107.378	38.9468	1	1
81435	CO	TELLURIDE	T463	107.821	37.94	1	1
81501	CO	GRAND JUNCTION	G65325235	108.546	39.0783	1	1
81503	CO	GRAND JUNCTION	G65325235	108.576	39.0568	1	1
81504	CO	FRUITVALE	F6314	108.489	39.0831	1	1
81505	CO	GRAND JUNCTION	G65325235	108.597	39.1071	1	1
81506	CO	GRAND JUNCTION	G65325235	108.549	39.1032	1	1
81520	CO	CLIFTON	C4135	108.45	39.0805	1	1
81521	CO	FRUITA	F630	108.722	39.1637	1	1
81522	CO	GATEWAY	G300	108.791	38.9151	1	1
81524	CO	LOMA	L500	108.815	39.2279	1	1
81525	CO	MACK	M200	108.93	39.2554	1	1
81526	CO	PALISADE	P423	108.368	39.1032	1	1
81527	CO	WHITEWATER	W360	108.399	38.9744	1	1
81601	CO	GLENWOOD SPRINGS	G45321652	107.325	39.5296	1	1
81610	CO	DINOSAUR	D526	108.965	40.2566	1	1
81611	CO	ASPEN	A215	106.824	39.1951	1	1
81621	CO	BASALT	B243	106.999	39.3535	1	1
81623	CO	MARBLE	M614	107.171	39.3854	1	1
81624	CO	COLLBRAN	C4165	107.925	39.2453	1	1
81625	CO	CRAIG	C620	107.561	40.5224	1	1
